,id,text,label,intensity,word_count,char_count,punc_count,range,stop_words
468,10468,"' surpris , would fume ! ðÿ ˜¤",anger,0.479,9,44,7,0.4 - 0.499,3
469,10469,oh old thing face ? nah ' tear school relat anger frustrat nope never,anger,0.479,19,88,2,0.4 - 0.499,6
470,10470,british humour offend challeng mainstream view . hat clarkeson . ultra leave go kneel allah !!,anger,0.479,21,112,4,0.4 - 0.499,8
471,10471,need attent ! ' ' pout ..,anger,0.479,10,40,5,0.4 - 0.499,6
472,10472,' like half expect rabid troll come mention accus csa apologist someth lmao,anger,0.479,23,110,2,0.4 - 0.499,9
473,10473,"perfect illus , least know . # ladygaga # iscalm # mysoul",anger,0.479,17,83,5,0.4 - 0.499,10
474,10474,puzzl invest open portland feodal popul correl straight snort infuri : xlzjyhg,anger,0.45799999999999996,13,93,1,0.4 - 0.499,2
475,10475,"give frustrat growl , step closer put gun barrier . alarm noth happen . -",anger,0.45799999999999996,21,116,6,0.4 - 0.499,8
476,10476,serious dude buy bubbl tape phone . # snap break anoth phone,anger,0.45799999999999996,14,79,3,0.4 - 0.499,3
477,10477,forget mention buy dreamboy ticket ðÿ ™„ ðÿ ˜‚ # rage,anger,0.45799999999999996,12,66,1,0.4 - 0.499,5
478,10478,snapchat back ' constant battl see get ugliest snap one anoth ðÿ ˜‚ ðÿ ™ ƒ # snap surviv,anger,0.45799999999999996,24,114,4,0.4 - 0.499,10
479,10479,nick say ' territori ' growl someon get close # hesananim,anger,0.45799999999999996,15,73,3,0.4 - 0.499,5
480,10480,"' mean offend anyon , . liter blame everyth white peopl . case ' true , lot time , '",anger,0.45799999999999996,26,113,8,0.4 - 0.499,13
481,10481,total know '. trump final get reveng son - - law ' prosecut / imprison throw christi bu .,anger,0.45799999999999996,19,116,7,0.4 - 0.499,7
482,10482,inner conflict happen odd . honor valu prioriti . # anger # innerconflict # conflict # valu,anger,0.45799999999999996,19,114,6,0.4 - 0.499,7
483,10483,belittl kitti straight servic ? provok lift aboard !: wycelv,anger,0.45799999999999996,10,60,3,0.4 - 0.499,2
484,10484,play game john elway sack x fumbl x . john elway know ??? # madden,anger,0.45799999999999996,26,113,7,0.4 - 0.499,11
485,10485,get angri tell ' would year old guy look girl like ' felt,anger,0.45799999999999996,26,90,2,0.4 - 0.499,12
486,10486,next seri u celebr firefight show chuck burn build voiceov ?,anger,0.45799999999999996,25,116,2,0.4 - 0.499,14
487,10487,like ' hour worth stand calori burn hour ðÿ ˜­ ðÿ ˜­ ðÿ ˜­ ðÿ ˜­ # stworldprobsv,anger,0.45799999999999996,17,91,2,0.4 - 0.499,5
488,10488,reveng feel good reveng feel wors ðÿ ’¯,anger,0.45799999999999996,12,67,1,0.4 - 0.499,4
489,10489,wonder would happen tell peopl truth # savag # uhoh,anger,0.45799999999999996,16,65,2,0.4 - 0.499,8
490,10490,take public opinion reveng pakistan govt unabl decid .,anger,0.45799999999999996,16,90,4,0.4 - 0.499,5
491,10491,wouldnt date ?????,anger,0.45799999999999996,6,34,6,0.4 - 0.499,2
492,10492,team face barca bayern defeat one face wrath,anger,0.45799999999999996,17,67,0,0.4 - 0.499,9
493,10493,' understand everyon # angri want live thrive ' ?,anger,0.45799999999999996,19,77,4,0.4 - 0.499,12
494,10494,"hell hot boil , isi ewu",anger,0.45799999999999996,8,35,2,0.4 - 0.499,2
495,10495,# welfarereform ' model ' # snap .,anger,0.45799999999999996,8,42,5,0.4 - 0.499,5
496,10496,yeah u gotta make heel . know u need vote u wait . u lose - ' realli wrath !,anger,0.45799999999999996,28,113,6,0.4 - 0.499,11
497,10497,well trump ' rabid base need hear & amp ; u alway find overs like king say .\ n,anger,0.45799999999999996,23,122,9,0.4 - 0.499,4
498,10498,skip meal nation way show # disappoint # anger . # wiz,anger,0.45799999999999996,12,67,4,0.4 - 0.499,4
499,10499,street rage hard find itun step guy vinyl \ nmade simpl,anger,0.45799999999999996,26,97,1,0.4 - 0.499,15
500,10500,bad news order onlin ' go happen order phone,anger,0.45799999999999996,22,97,3,0.4 - 0.499,12
501,10501,"heart leave long \ n \ n * slight pout turn smile *\ n \ nheheh kid , ' fine -",anger,0.45799999999999996,23,117,10,0.4 - 0.499,12
502,10502,peopl angri toward veggi burger n wtf,anger,0.45799999999999996,13,49,0,0.4 - 0.499,6
503,10503,"mean ' do watch pilot , ' nice see group actor perform without stori line drip relentless nihil .",anger,0.45799999999999996,24,113,4,0.4 - 0.499,8
504,10504,check - flight toronto . take seat infuri .,anger,0.45799999999999996,13,71,4,0.4 - 0.499,5
505,10505,egyptian offici express frustrat outrag obama / hillari administrationâ €™ support muslim brotherhood,anger,0.579,15,114,1,0.5 - 0.599,5
506,10506,tiff better hurri caus ðÿ ‘€,anger,0.45799999999999996,8,56,4,0.4 - 0.499,1
507,10507,"' buzz pathet sympathi let twirl ' moustach , chuckl sting # psychowasp",anger,0.45799999999999996,21,116,5,0.4 - 0.499,11
508,10508,matt psycholog studi provoc abus relationship .,anger,0.45799999999999996,13,70,1,0.4 - 0.499,7
509,10509,greater wrath woman scorn .,anger,0.45799999999999996,8,43,2,0.4 - 0.499,3
510,10510,might get donal ã³g sure ! ' cork ' fieri dopey frank & amp ; cult,anger,0.45799999999999996,23,95,6,0.4 - 0.499,10
511,10511,"curiou mean . rush , animos , disdain .",anger,0.45799999999999996,14,65,5,0.4 - 0.499,8
512,10512,best reveng get good woman move . leav hairlin figur alon,anger,0.43799999999999994,24,109,2,0.4 - 0.499,12
513,10513,"talk expans , gear - furi alway well toward end",anger,0.441,20,91,3,0.4 - 0.499,10
514,10514,know softbal could sting bad ? jimmi fallon lot heat & amp ; ldquo ; softbal & amp ; rdquo ; donald trump interview,anger,0.414,22,121,7,0.4 - 0.499,9
515,10515,yuuuhh ðÿ ™„ ðÿ ˜­ plu clin ep prevm ugghhh hahaha,anger,0.43799999999999994,10,55,1,0.4 - 0.499,1
516,10516,â † would furrow face would redden protest ; would seem see unattract wukong ' eye wasâ †’,anger,0.48100000000000004,23,122,3,0.4 - 0.499,9
517,10517,find two best fwendz go rage make last week sleep extra worth,anger,0.43799999999999994,24,101,1,0.4 - 0.499,11
518,10518,paul forev . paul ! paul play better game ! # bb # angri,anger,0.466,14,67,5,0.4 - 0.499,4
519,10519,yep . lol,anger,0.43799999999999994,3,19,2,0.4 - 0.499,0
520,10520,' find express yall displeasur . ðÿ ˜‰,anger,0.43799999999999994,10,71,4,0.4 - 0.499,2
521,10521,get wind # menforchoic ' infuri . make sad gener .,anger,0.43799999999999994,19,109,6,0.4 - 0.499,9
522,10522,sinc ' updat ' lose power nearli % faster .,anger,0.43799999999999994,10,51,5,0.4 - 0.499,2
523,10523,sun liter burn skin,anger,0.43799999999999994,6,28,0,0.4 - 0.499,2
524,10524,feel travel mile pick form arriv post two day leav .,anger,0.43799999999999994,22,83,1,0.4 - 0.499,11
525,10525,chop feel ? still feel sting ? look brutal !,anger,0.462,19,120,9,0.4 - 0.499,6
526,10526,chri eat mac n chees imma eat taffi,anger,0.43799999999999994,13,43,0,0.4 - 0.499,5
527,10527,"help maintain boost statu world class centr educ , cultur toler . # outrag",anger,0.43799999999999994,20,105,4,0.4 - 0.499,8
528,10528,chri eat mac n chees imma eat taffi # reveng,anger,0.43799999999999994,14,51,1,0.4 - 0.499,5
529,10529,' weird discuss sex resent confus thing write last night .,anger,0.43799999999999994,18,86,2,0.4 - 0.499,9
530,10530,"hear think ether , # ex post # facebook pic snuggl say # cat ... im",anger,0.43799999999999994,26,106,7,0.4 - 0.499,15
531,10531,paul forev . paul ! paul play better game ! # bb,anger,0.43799999999999994,13,61,4,0.4 - 0.499,4
532,10532,jealou cri babi ! # gladsheisgon # crybabi,anger,0.43799999999999994,11,66,6,0.4 - 0.499,5
533,10533,"peter radio piec ball pure class , dig , reveng , total balanc pro ! ðÿ ‘ ðÿ ‘ ðÿ ‘",anger,0.43799999999999994,27,122,6,0.4 - 0.499,9
534,10534,cancel cb access live fee jc even say vic afp . paul . imo,anger,0.43799999999999994,21,108,4,0.4 - 0.499,7
535,10535,"best # reveng move , get , continu # succeed . never give someon # satisfact watch # suffer ....!!!",anger,0.43799999999999994,23,117,14,0.4 - 0.499,9
536,10536,"lol ' happi neg , realist ass self . sorri offend",anger,0.43799999999999994,15,85,5,0.4 - 0.499,4
537,10537,' tierney reach deep cross back post play back across alloa defenc clear . celtic relentless .,anger,0.43799999999999994,23,105,3,0.4 - 0.499,7
538,10538,' believ ' get day leave ðÿ ™„ # backtor,anger,0.43799999999999994,11,53,3,0.4 - 0.499,2
539,10539,look rabid,anger,0.47200000000000003,4,23,1,0.4 - 0.499,1
540,10540,"blm outrag shoot nc day , turn guy point gun polic . wait fact outrag",anger,0.43799999999999994,25,113,3,0.4 - 0.499,11
541,10541,get embarrass slightest thing ' fret day hate,anger,0.43799999999999994,18,70,1,0.4 - 0.499,10
542,10542,relentless pipe thirst # shelter,anger,0.43799999999999994,7,74,4,0.4 - 0.499,0
543,10543,' get point make report charlott loot . explor loot busi symbol,anger,0.43799999999999994,20,112,3,0.4 - 0.499,9
544,10544,# tauru react angrili ' take provok longer .,anger,0.43799999999999994,12,62,3,0.4 - 0.499,5
545,10545,..... seem like fight readi rage .....,anger,0.43799999999999994,9,50,11,0.4 - 0.499,2
546,10546,leafi roast pokemon go kid outrag mean relev - mean kiss,anger,0.491,27,114,2,0.4 - 0.499,15
547,10547,"think paul ' bitter , pastri",anger,0.49200000000000005,9,37,2,0.4 - 0.499,4
548,10548,' see think ' dumb simplifi offens brissett . come complic system,anger,0.43799999999999994,23,118,4,0.4 - 0.499,12
549,10549,"becom boil hot , slowli melt , heart freeze .",anger,0.43799999999999994,11,59,3,0.4 - 0.499,4
550,10550,shut hashtag cool,anger,0.43799999999999994,7,43,2,0.4 - 0.499,2
551,10551,furi road !!,anger,0.43799999999999994,3,21,3,0.4 - 0.499,0
552,10552,realiz hold grudg long immatur wisdom,anger,0.43799999999999994,11,54,0,0.4 - 0.499,5
553,10553,"' disappoint .'\ n \ nhe fake pout , start chuckl .",anger,0.43799999999999994,12,70,8,0.4 - 0.499,5
554,10554,move clip youtub tonight vigil hold tulsa metropolitan baptist church # terencecruth # justic # sad,anger,0.43799999999999994,19,111,3,0.4 - 0.499,6
555,10555,\ ngrasp cobalt woman ' ; fairli easili . fair cheek would ignit fieri hue . warm ..,anger,0.43799999999999994,23,116,8,0.4 - 0.499,9
556,10556,directtv best . appar sit silent anger . ' ' press say anyth ',anger,0.41700000000000004,17,86,6,0.4 - 0.499,6
557,10557,believ women fieri month go struggl struggl develop strong charact .,anger,0.41700000000000004,22,105,1,0.4 - 0.499,12
558,10558,lowkey forget twitter ' follow back im gonna,anger,0.41700000000000004,17,75,2,0.4 - 0.499,9
559,10559,"im also definit still bitter yellow ranger asian , asian represent hollywood essenti shrug anyway",anger,0.41700000000000004,22,119,1,0.4 - 0.499,8
560,10560,miss fact # burkeramsey swing & amp ; hit sister # jonbenet face golf club previous fit ?,anger,0.41700000000000004,26,107,5,0.4 - 0.499,13
561,10561,oh dear watch woman pout well,anger,0.442,15,58,1,0.4 - 0.499,8
562,10562,life tip . know unresolv # anger like caus problem sever area life . must recogn & amp ; properli deal .,anger,0.41700000000000004,27,118,6,0.4 - 0.499,9
563,10563,"' like burn rap album ; ' buy first , gosh darn , get rid .",anger,0.41700000000000004,24,103,9,0.4 - 0.499,9
564,10564,unleash god ' wrath cain,anger,0.41700000000000004,9,43,2,0.4 - 0.499,4
565,10565,littl prick sting .......... come tennesse get,anger,0.41700000000000004,21,91,11,0.4 - 0.499,12
566,10566,di dat nigga fume right ?,anger,0.41700000000000004,9,54,4,0.4 - 0.499,1
567,10567,project percept . see someon els ? also level within . # anger # worri,anger,0.41700000000000004,19,90,5,0.4 - 0.499,8
568,10568,"hey , jaym ! yourðÿ ‘‚ ðÿ ‘‚ burn cuz talk ? ðÿ ˜ go tomorrow ?",anger,0.41700000000000004,18,117,8,0.4 - 0.499,6
569,10569,"one favorit song brother , real talk . # rage",anger,0.41700000000000004,10,55,4,0.4 - 0.499,2
570,10570,control # anger sign # righteou peopl promis # paradis # quran surah al imran vers - # reward # goodde,anger,0.41700000000000004,22,118,7,0.4 - 0.499,7
571,10571,give kendrick lamar eat barbecu .,anger,0.41700000000000004,11,57,2,0.4 - 0.499,4
572,10572,play antichrist ' play hustl ' outrag,anger,0.41700000000000004,13,71,3,0.4 - 0.499,6
573,10573,blame break madden year,anger,0.41700000000000004,9,41,1,0.4 - 0.499,4
574,10574,"offens way make sens work magazin . otherwis , apolog",anger,0.41700000000000004,23,118,4,0.4 - 0.499,12
575,10575,nahhhhhh snap stori get bus ðÿ ˜‚ ðÿ ˜‚ ðÿ ˜‚ ðÿ ˜‚ ðÿ ˜‚ ðÿ ˜‚ ðÿ ˜‚ ðÿ ˜‚ ðÿ ˜‚ ðÿ ˜‚ ðÿ ˜‚ ðÿ ˜‚ ðÿ ˜‚ ðÿ ˜‚,anger,0.41700000000000004,10,105,1,0.4 - 0.499,3
576,10576,"frown , let ' distraught ' gardevoir ' say wish trainer",anger,0.41700000000000004,18,89,5,0.4 - 0.499,10
577,10577,let ' rage,anger,0.41700000000000004,3,17,2,0.4 - 0.499,0
578,10578,could get line block ! # germantownbronco # lilleagu # popwarn # bronco # usafootbal # lineman,anger,0.41700000000000004,15,95,7,0.4 - 0.499,5
579,10579,"arm ( focus rage ) overpow , get nerf . ' still stronger furi though",anger,0.46799999999999997,19,99,6,0.4 - 0.499,7
580,10580,"pretti averag , klitschko furi k joshua white k",anger,0.41700000000000004,16,96,4,0.4 - 0.499,5
581,10581,"' still use offens , middl x & amp ; punt .",anger,0.41700000000000004,12,62,6,0.4 - 0.499,3
582,10582,lol . love aggrav juan . keep good work . lol,anger,0.242,14,66,4,0.2 - 0.299,5
583,10583,tonight . legit ' wait rage ðÿ ¤˜ ðÿ » ðÿ ¤˜ ðÿ » ðÿ ¤˜ ðÿ » ðÿ ¤˜ ðÿ » ðÿ ¤˜ ðÿ » ðÿ ”¥,anger,0.41700000000000004,8,88,3,0.4 - 0.499,1
584,10584,"see # ripshawtylo get think bout rapper think die , burst tear ... smh",anger,0.41700000000000004,19,104,6,0.4 - 0.499,7
585,10585,"look especi love . sadli , * remov potenti indign mr convo *",anger,0.41700000000000004,18,111,9,0.4 - 0.499,6
586,10586,momma irrit ask question like go ðÿ ˜¤,anger,0.41700000000000004,11,52,0,0.4 - 0.499,4
587,10587,bubbl offici burst . boy beat trophi glori # wptmain # bye,anger,0.29,18,78,3,0.2 - 0.299,8
588,10588,"haha .... actual , doggi ' barrack anyon gw !",anger,0.41700000000000004,13,85,10,0.4 - 0.499,4
589,10589,"- troubl ,' feign anger give look tell behav . know ' though , one -",anger,0.41700000000000004,26,112,8,0.4 - 0.499,14
590,10590,fan insult,anger,0.41700000000000004,7,35,1,0.4 - 0.499,4
591,10591,offend u,anger,0.41700000000000004,3,8,0,0.4 - 0.499,1
592,10592,np rum rage,anger,0.41700000000000004,3,9,0,0.4 - 0.499,0
593,10593,bloke train ' obvious tri provok west ham fan loudli slag stadium mate phone,anger,0.434,25,107,1,0.4 - 0.499,11
594,10594,# welfarereform ' model ' .,anger,0.41700000000000004,8,37,4,0.4 - 0.499,5
595,10595,agre offens ass second half td score first drive,anger,0.41700000000000004,20,96,3,0.4 - 0.499,8
596,10596,"r . . p paul , furiou ' wait",anger,0.254,7,42,5,0.2 - 0.299,0
597,10597,"trumpism likewis rest bed racial resent make knowingli intent , long trump get polit .",anger,0.41700000000000004,21,113,2,0.4 - 0.499,8
598,10598,"let gener tweet offend , definit ' twitter .",anger,0.41700000000000004,14,65,3,0.4 - 0.499,7
599,10599,"live order complet amaz life journey success , . # bitter",anger,0.41700000000000004,17,82,3,0.4 - 0.499,8
600,10600,yep . lol # bitter,anger,0.41700000000000004,4,26,3,0.4 - 0.499,0
601,10601,straight peopl canoodl quad ',anger,0.41700000000000004,9,42,1,0.4 - 0.499,4
602,10602,rememb guy get # angri keep say gari sanchez best basebal player world ... lmao,anger,0.41700000000000004,21,95,4,0.4 - 0.499,8
603,10603,"' kali ' kitten ? [ ask , frown curl fair skin forehead show scar ] cat - ()",anger,0.41700000000000004,25,111,10,0.4 - 0.499,10
604,10604,like everi color look # trigger # colorblind,anger,0.396,10,65,3,0.3 - 0.399,3
605,10605,husband find rabid hockey fan like wait line window sticker sj nhl / ahl hockey .,anger,0.396,28,111,2,0.3 - 0.399,13
606,10606,"also , best asset offens rb ' wr ' ( longterm ). offens util .",anger,0.396,23,113,9,0.3 - 0.399,11
607,10607,â €” low growl escap . oh oh .,anger,0.396,9,45,3,0.3 - 0.399,1
608,10608,papercut sting stub ur toe last like sec,anger,0.396,12,52,1,0.3 - 0.399,2
609,10609,' want salti fri mcdonald ' sinc yesterday ' burn finger eat bc shit ðÿ ”¥ ðÿ ”¥ ðÿ ”¥,anger,0.396,20,109,3,0.3 - 0.399,6
610,10610,love megan rage kendal jenner photo ' sit like ðÿ ¤” ðÿ ™ ƒ,anger,0.396,16,72,1,0.3 - 0.399,6
611,10611,cam still rattl backlash receiv make black qb comment suffer wrath white america .,anger,0.396,24,116,2,0.3 - 0.399,10
612,10612,offend lie alexandria goddard ' mean ' deric ' friend anyth els . pure fishin expedit .,anger,0.42700000000000005,22,116,5,0.4 - 0.499,9
613,10613,"' realli insult coz soccer ??? lmao , wow !!!!!!",anger,0.396,8,45,11,0.3 - 0.399,1
614,10614,terribl thing see vision -\ n \ nhelen keller -\ n \ n - begin end mind -\ n \ nstephen covey -\ n \ n # whereareugo,anger,0.396,17,117,14,0.3 - 0.399,8
615,10615,# bitter . nicol cori evict .,anger,0.396,11,65,5,0.3 - 0.399,5
616,10616,offend ? ðÿ ™„ ðÿ ˜­ ðÿ ˜‚,anger,0.396,10,56,4,0.3 - 0.399,5
617,10617,terribl thing see vision -\ n \ nhelen keller -\ n \ n - begin end mind -\ n \ nstephen covey -\ n \ n # whereareugo # relentless,anger,0.396,17,128,15,0.3 - 0.399,8
618,10618,"bitter battl , sweeter victori ...",anger,0.396,8,42,4,0.3 - 0.399,4
619,10619,resent bite tongu .,anger,0.396,5,22,1,0.3 - 0.399,2
620,10620,' fight eleph wrestl pig . # quoteoftheday,anger,0.396,12,67,3,0.3 - 0.399,6
621,10621,peopl often grudg cannot enjoy .,anger,0.396,9,53,1,0.3 - 0.399,2
622,10622,sorri burst bubbl never illus ðÿ ™ ˆðÿ ˜‚ ðÿ ˜‚,anger,0.396,14,88,2,0.3 - 0.399,6
623,10623,"well , archi . offens ' kinda old .",anger,0.396,10,50,5,0.3 - 0.399,3
624,10624,score madden vita $ au today . bloke ' know . ' happili pay $ ðÿ ¤‘ ever bargain ! # bargain # vit,anger,0.396,26,114,9,0.3 - 0.399,8
625,10625,fret scuff . iâ €™ take scuff ( whichâ €¦ come ) phone use wet hand drop toilet day .,anger,0.396,25,102,4,0.3 - 0.399,11
626,10626,"ydu yell ' fire ' crowd theater burst flame . ' cool trick , bu : .",anger,0.396,20,82,7,0.3 - 0.399,9
627,10627,congress act indign # epipen price quit disingenu sinc craft law allow goug !!,anger,0.396,19,106,3,0.3 - 0.399,7
628,10628,"yeah , actual support tweet thread initi . articl ' righteou indign .",anger,0.396,19,121,6,0.3 - 0.399,8
629,10629,live event brock vs orton saturday wwe network ? need ! :) # wwe # reveng,anger,0.396,26,114,9,0.3 - 0.399,9
630,10630,even forget pick ur fave child school,anger,0.396,14,58,1,0.3 - 0.399,6
631,10631,"grate hungri peopl life ! hungri learn , chang , grow , help , etc - sure anybodi better !",anger,0.396,23,99,7,0.3 - 0.399,9
632,10632,eh well sting vs cactu loser leav wcw match bash beach lol,anger,0.396,20,81,1,0.3 - 0.399,7
633,10633,dip boil water,anger,0.396,6,32,1,0.3 - 0.399,2
634,10634,rage rage ep come soon ' keep post # youtub # youtubegam,anger,0.42200000000000004,18,73,3,0.4 - 0.499,7
635,10635,"anger rise , think consequ . # quot # wisdom # anger",anger,0.433,10,57,5,0.4 - 0.499,3
636,10636,new madden kick ðÿš ®,anger,0.396,4,20,0,0.3 - 0.399,0
637,10637,go say rooney shadow former self ' want offend shadow . # ntfcvmufc,anger,0.396,23,90,3,0.3 - 0.399,13
638,10638,burst cri alon u realiz one truli know unhappi realli ' want anyon know,anger,0.396,26,109,1,0.3 - 0.399,13
639,10639,schneiderlin take reveng foul,anger,0.396,8,40,0,0.3 - 0.399,3
640,10640,dude new madden ? haha,anger,0.231,7,35,2,0.2 - 0.299,1
641,10641,angri glass vodka,anger,0.375,7,25,0,0.3 - 0.399,4
642,10642,one month til someon ' bday think ' time flaunt get someth pretti awesom # reveng,anger,0.435,20,91,3,0.4 - 0.499,7
643,10643,"strong , independ practic . stop live world fantasi . snap . faster u get use realiti , better",anger,0.255,26,115,5,0.2 - 0.299,11
644,10644,time wind heel .\ n \ n # drunkjesu # rt # lol # wisdom # quot # comedi # self # reveng # hate # time # funni # polit # trump # potu,anger,0.375,18,115,17,0.3 - 0.399,1
645,10645,turn grumpi frown upsid - \ n \ nyou someth next imposs today,anger,0.375,12,83,4,0.3 - 0.399,3
646,10646,know cyran still ' do makeup base jeongguk ' tiddi like suggest ',anger,0.375,16,75,3,0.3 - 0.399,5
647,10647,import thing # bestrong hold # anger # think,anger,0.375,12,59,3,0.3 - 0.399,6
648,10648,gotta wonder caller max listen show first place incens,anger,0.375,19,82,1,0.3 - 0.399,9
649,10649,believ ' gonna start sing snap stori tractor . switch littl bite .,anger,0.375,19,77,3,0.3 - 0.399,8
650,10650,test current earth burst team,anger,0.375,9,43,0,0.3 - 0.399,4
651,10651,"luck rest fall goe anyth like today , think ' go like season . # bestdayev # magic # work",anger,0.375,22,97,6,0.3 - 0.399,7
652,10652,"also ppl love whole damn lot ; erica , joanna , tiff , sirli , harley , anja , ( rest gc bc run chara !)",anger,0.375,27,103,10,0.3 - 0.399,9
653,10653,"hurt much eat , read somewher marshmallow good bc soft ' irrit",anger,0.375,22,99,3,0.3 - 0.399,11
654,10654,"â € œdo fret cool ! human follow , becom instantli cool ! â € # bot",anger,0.375,16,73,4,0.3 - 0.399,6
655,10655,"snap , seem problem",anger,0.375,8,34,2,0.3 - 0.399,4
656,10656,# burn last,anger,0.35600000000000004,5,21,2,0.3 - 0.399,2
657,10657,' wait ninja turtl costum rage osu halloween ðÿ ˜ ˆ,anger,0.375,16,68,1,0.3 - 0.399,7
658,10658,"even jump hoop , take one irat netizen decid play ' rule ' ' enough .",anger,0.375,24,111,6,0.3 - 0.399,11
659,10659,best reveng massiv success . â €“ frank sinatra,anger,0.375,8,46,1,0.3 - 0.399,2
660,10660,"despit share ' neill ' articl , sadden gazza case seem furi sentenc remark",anger,0.375,25,116,3,0.3 - 0.399,14
661,10661,need stop second guess go first think go . # relentless,anger,0.425,19,79,2,0.4 - 0.499,9
662,10662,worship feet \ nwhere wrath merci meet \ nand guilti world wash \ nbi love ' pure stream \ nâ €” graham kendrick,anger,0.375,18,107,5,0.3 - 0.399,6
663,10663,"dear futur big brother player , chase dick season win , dollar sti # bb",anger,0.37,21,91,3,0.3 - 0.399,8
664,10664,"â € œhe slow anger better mighti , rule spirit take citi . â €\ np : # biblevers # pride # anger",anger,0.314,26,119,7,0.3 - 0.399,14
665,10665,"hold grudg someon stop bless god , learn forgiv & amp ; forget ðÿ ™ ðÿ  ¾",anger,0.375,17,85,3,0.3 - 0.399,6
666,10666,candic constantli pout # gbbo ðÿ ’„ ðÿ ˜’,anger,0.375,7,41,1,0.3 - 0.399,2
667,10667,"hater teach hate show love . good quot goe comment tiff , treat",anger,0.375,25,114,3,0.3 - 0.399,13
668,10668,hell furi like woman scorn -- william congrev,anger,0.375,11,46,2,0.3 - 0.399,3
669,10669,least rd time ball burst game,anger,0.375,14,50,0,0.3 - 0.399,8
670,10670,ðÿ ˜‚ ðÿ ˜‚ oh zombi rage ðÿ ˜‚,anger,0.375,8,53,3,0.3 - 0.399,1
671,10671,prayer & amp ; protect brother sister fight # charlott # rage # # machin,anger,0.375,14,87,6,0.3 - 0.399,4
672,10672,lol ' ed . privileg exasper bottl sell .,anger,0.375,10,66,4,0.3 - 0.399,4
673,10673,final make # furi # warrior guid . let know think,anger,0.375,11,53,3,0.3 - 0.399,3
674,10674,:)) im write abt chang face sex industri tr :))) men talk !,anger,0.375,22,89,9,0.3 - 0.399,8
675,10675,gonna kind commun raid wrath machin drop ?,anger,0.375,16,75,2,0.3 - 0.399,8
676,10676,"nurs practition : ' look pretti bad . offens cours .' \ n \ nthank , realli ad spark posit need today .",anger,0.444,22,117,9,0.4 - 0.499,6
677,10677,turn frown upsid buddi ðÿ ™ ƒ .,anger,0.375,8,42,2,0.3 - 0.399,2
678,10678,"* could sens anger stir within take hand .* long stay togeth , ' safe .--",anger,0.375,25,116,9,0.3 - 0.399,10
679,10679,appar ' suppos scottish accent ??? ',anger,0.375,10,52,5,0.3 - 0.399,4
680,10680,"' jog bite stay besid , puf cheek huff time . ' oh -- jeez jasper , ' â €”",anger,0.375,24,110,9,0.3 - 0.399,10
681,10681,"ye , think hold grudg ...",anger,0.375,9,39,5,0.3 - 0.399,3
682,10682,' guess hold grudg best ',anger,0.425,11,45,2,0.4 - 0.499,6
683,10683,. solut . assumpt media articl everi venu caus animos convers .,anger,0.354,19,109,4,0.3 - 0.399,9
684,10684,everyon wigan biggest club,anger,0.354,14,100,4,0.3 - 0.399,6
685,10685,"anyway , find short scale today perfect purpos . soft hand , ' aggrav ( - chronic ) tendon",anger,0.354,23,118,8,0.3 - 0.399,10
686,10686,gameday vs buford today : home !!!!!!!!! never excit # reveng,anger,0.354,13,67,11,0.3 - 0.399,4
687,10687,tonight ' # dragrac # allstar episod give life ! yaassss queen ! # teamalaska # teamkatya # reveng # bwahaha,anger,0.2,13,97,9,0.2 - 0.299,1
688,10688,exactli say fb ..,anger,0.354,9,46,6,0.3 - 0.399,5
689,10689,wasp sting itchi,anger,0.35600000000000004,6,20,0,0.3 - 0.399,3
690,10690,"-- hair man stride close watch major flinch away , reaction draw growl throat . -- ()",anger,0.322,24,115,9,0.3 - 0.399,8
691,10691,srri feel offend u ðÿ ¤—,anger,0.354,6,25,0,0.3 - 0.399,1
692,10692,sorri burst bubbl ' centuri anymor . welcom st centuri .,anger,0.354,16,75,3,0.3 - 0.399,8
693,10693,' even right # bb,anger,0.354,6,23,2,0.3 - 0.399,2
694,10694,asian tiger # mosquito relentless . aggress kind deal w / kid .,anger,0.354,16,77,4,0.3 - 0.399,7
695,10695,sometim best motiv come ' prove wrong ' # energi # relentless # motivationalquot,anger,0.354,12,90,5,0.3 - 0.399,3
696,10696,' bring . ' touchi subject . peopl get way offend day,anger,0.32799999999999996,23,101,5,0.3 - 0.399,13
697,10697,"lose furi , fear ' fail ?",anger,0.354,10,42,3,0.3 - 0.399,6
698,10698,need ðÿ ± sushi dateðÿ ™ ðÿ  oliv guard dateðÿ §€ ðÿ ‘ šðÿ  ¼rocki dateðÿ • # tiff,anger,0.354,16,103,3,0.3 - 0.399,4
699,10699,alarm clock ring morn n flatmat knock door ask set anyth fire ' burn aliv :) :):),anger,0.354,29,112,7,0.3 - 0.399,12
700,10700,gotta fast n furiou,anger,0.354,10,45,3,0.3 - 0.399,5
701,10701,rememb ta gamedev program say temper tantrum class time lol,anger,0.354,20,103,2,0.3 - 0.399,8
702,10702,love tay & amp ; tiff sit hous ' work ðÿ ™ ƒ,anger,0.354,17,62,3,0.3 - 0.399,8
703,10703,"â € œhe slow anger better mighti , rule spirit take citi . â €\ np : # biblevers # pride",anger,0.354,25,113,6,0.3 - 0.399,14
704,10704,"oh gosh , get + rage comment cruis fan , die laugh !",anger,0.354,17,83,5,0.3 - 0.399,6
